build_desc,aff_points,demo_points,destro_points,improved_life_tap,suppression,improved_corruption,malediction,soul_harvesting,improved_drains,improved_bane_of_agony,fel_concentration,amplify_curse,pandemic,malevolence,nightfall,curse_of_exhaustion,siphon_life,soul_siphon,shadow_mastery,wrack,improved_health_funnel,improved_imp,demonic_embrace,unholy_power,demonic_aegis,improved_voidwalker,fel_vitality,demonic_energies,improved_sayaad,demonic_sacrifice,master_summoner,decimation,fel_domination,demonic_brand,improved_felhunter,soul_link,demonic_knowledge,master_demonologist,demonic_pact,destructive_reach,improved_shadow_bolt,bane,molten_skin,cataclysm,aftermath,ruin,shadowburn,intensity,agonizing_flames,conflagrate,pyroclasm,bane_of_havoc,fire_and_brimstone,shadow_and_flame,incinerate,race_id,fight_duration,spell_power,shadow_power,fire_power,spell_hit_percent,spell_crit_percent,spell_haste_percent,intellect,spirit,stamina,max_mana,target_level,target_shadow_res,target_fire_res,curse_of_shadows,curse_of_elements,demon_setup,rotation_id,maintain_immolate,dps,dps_std,isb_uptime_percent,avg_life_taps,avg_mana_spent,avg_mana_gained
Shadow and Flame Fire Succ,7,14,30,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,5,5,1,0,3,1,0,1,3,5,0,0,41.8575,473.69,81.8064,152.728,15.4955,40.704,5.47238,316.315,277.385,265.532,6137.72,60,81.0629,16.2645,1,1,1,0,1,803.715,42.3722,0,1,7250.02,879.385
random_valid_51,7,32,12,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,4,1,1,3,2,3,1,2,0,0,2,2,0,1,1,0,2,1,4,2,2,0,1,0,0,0,0,0,0,0,0,0,0,59.2831,790.466,113.312,66.9087,3.10147,34.2366,32.6178,402.672,213.213,341.382,7433.08,61,31.5705,10.198,0,0,3,0,0,821.177,38.996,80.9463,2.975,10215.2,2840.07
Shadow and Flame Shadow,2,17,32,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,2,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,5,5,1,0,0,5,0,3,3,1,0,1,3,5,0,2,98.7852,952.575,152.89,116.874,11.3774,30.904,11.3367,479.493,246.28,391.171,8585.4,60,64.2966,110.33,0,1,2,0,1,1187.02,65.3449,59.0761,8,15656.9,6606.24
random_valid_51,21,23,7,2,5,1,2,2,2,2,3,1,0,1,0,0,0,0,0,0,1,1,2,5,2,1,2,2,3,1,2,0,0,1,0,0,0,0,0,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,186.477,741.979,111.314,24.5792,15.083,17.3533,12.694,278.078,158.423,386.241,5564.17,60,81.5784,55.3289,0,1,2,0,0,639.531,20.2706,65.1281,20,25021.9,17798.2
DP/AF Fire,0,32,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,3,2,1,1,1,0,0,3,0,1,3,5,1,0,0,5,0,3,2,4,1,0,3,1,0,0,0,0,0,2,77.3926,1351.62,110.694,78.3308,9.49754,36.2195,30.1731,162.34,50.9301,266.164,3828.1,61,106.359,108.426,0,0,5,3,0,1501.24,82.061,0,11,11447.8,6890.23
Aff Incinerate,13,8,30,2,5,2,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,5,1,0,3,1,0,1,3,5,0,1,172.327,453.79,19.7408,33.8282,8.40279,22.81,18.0842,408.256,245.648,200.247,7516.84,61,15.363,20.2453,1,1,1,0,1,655.62,21.9456,0,17.13,26961.7,16861.3
random_valid_51,11,28,12,2,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,5,1,2,3,2,2,1,2,0,0,1,1,0,0,0,0,2,3,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,163.571,678.371,140.298,66.1124,16.6662,33.5723,29.3172,152.873,193.555,246.078,3686.1,63,9.51519,41.3586,0,1,2,0,0,758.176,26.6223,81.6086,20,24107,18453.3
DS/AF,5,12,34,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,3,1,0,1,0,0,0,0,0,0,0,0,0,2,5,5,0,2,2,5,1,0,3,1,0,0,3,5,0,2,205.904,316.719,86.9221,159.774,11.2527,19.2226,0.260254,292.476,234.309,193.088,5780.14,62,114.675,51.5542,0,1,3,0,1,543.179,22.0546,36.5358,26,29181.2,21076
random_valid_51,22,24,5,2,4,3,3,2,3,1,0,1,2,1,0,0,0,0,0,0,2,3,4,2,1,2,1,2,2,1,1,1,0,1,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45.4795,1041.82,125.692,195.067,0.332543,30.1755,2.87104,154.815,291.679,513.565,3715.22,62,21.0595,42.7147,0,0,3,0,0,740.415,49.9363,58.2397,2,5961.24,2120.83
random_valid_51,12,26,13,2,2,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,2,3,3,3,1,2,3,2,1,1,2,0,1,0,1,0,1,0,0,2,5,3,1,0,0,2,0,0,0,0,0,0,0,0,0,4,204.409,1147.97,58.9253,103.271,6.74096,30.765,17.086,264.92,79.3259,333.028,5436.8,62,84.8433,80.745,0,0,3,0,0,957.428,45.9051,77.2964,24.99,27715.4,19602
NF/AF,23,9,19,2,5,5,4,0,0,0,0,0,0,5,2,0,0,0,0,0,0,3,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,0,0,5,0,0,3,0,0,0,0,0,0,0,142.515,530.018,93.9359,55.9953,2.4268,18.6952,33.2693,383.495,101.762,139.15,7145.42,62,39.3514,107.355,1,1,1,0,0,836.257,39.0064,78.2998,18.41,23453.2,14952.6
NF/AF,23,10,18,2,4,5,4,0,0,0,0,1,0,5,1,0,0,1,0,0,0,2,0,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,0,0,5,0,0,2,0,0,0,0,0,0,3,71.1174,1115.82,101.971,176.558,1.27181,35.1182,32.8106,472.312,276.926,385.957,8477.68,61,92.2759,40.2858,1,1,2,0,0,1529.46,94.3749,87.1605,5,12902.5,5179.56
Fire Destro+Suppression,8,12,31,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,2,5,5,1,0,3,1,0,1,2,5,0,2,98.5387,738.56,126.086,177.323,7.52823,19.817,8.67017,460.439,146.238,262.171,8299.58,63,17.0373,38.8036,0,0,2,0,1,817.452,38.903,41.8226,9.57,15479.6,6930.4
DS/AF,5,12,34,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,3,0,1,1,0,0,0,0,0,0,0,0,0,2,5,5,1,2,3,5,1,0,2,1,0,0,2,5,0,4,79.699,268.7,193.632,5.48881,6.89122,39.7839,31.4195,154.591,258.718,416.145,3781.87,63,57.0211,115.67,1,1,3,0,1,691.232,52.5167,54.9397,10.32,12250.9,8602.05
random_valid_51,8,31,12,1,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,4,3,1,3,3,2,3,1,2,1,1,1,1,0,1,1,0,2,4,1,3,0,1,1,0,0,0,0,0,0,0,0,0,4,270.042,325.898,150.445,52.9519,14.0678,32.2456,0.522734,114.956,166.715,240.542,3187.33,61,96.9295,63.5142,1,0,3,0,0,456.943,19.3538,69.1764,30,30080.6,24494.6
random_valid_51,14,20,17,2,3,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,2,3,3,2,2,1,1,2,0,1,1,2,0,0,0,0,0,0,0,1,1,5,3,1,3,1,1,0,0,1,0,0,0,0,0,0,181.702,1314.15,33.3043,61.4851,5.06743,6.82174,16.3568,467.783,101.031,586.395,8409.74,61,110.689,40.4601,0,0,2,0,1,849.833,27.53,34.4508,23.755,27162.7,19272.4
SM/AF,31,0,20,2,5,5,5,0,0,0,0,0,2,5,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,1,1,3,0,0,0,0,0,0,1,220.25,1317.4,9.19714,126.102,16.8991,53.746,32.5539,193.525,247.745,273.164,4295.88,60,93.5511,93.8896,1,1,2,6,0,1760.49,62.9573,91.167,32,36685.1,31500.6
Aff/DP,13,31,7,2,5,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,2,0,3,1,2,2,1,0,0,1,3,5,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,89.9471,622.771,38.1002,133.618,8.39811,43.5981,5.94186,212.363,307.611,345.074,4578.44,61,29.8188,116.356,1,0,5,3,0,967.685,36.262,80.4529,8,13100.3,8493.06
random_valid_51,22,19,10,2,3,3,5,2,1,1,0,1,1,2,1,0,0,0,0,0,2,3,0,1,2,1,3,2,1,1,2,0,0,1,0,0,0,0,0,2,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,68.0633,144.629,9.15955,38.2653,4.45079,46.6837,30.6859,442.672,173.662,356.802,8033.07,62,9.88353,3.37801,1,0,3,0,0,433.803,23.8307,87.5992,4,11518.4,3621.58
DS/Searing Pain,4,11,36,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,2,5,1,3,5,5,1,0,3,1,0,0,3,5,0,0,275.589,1133.22,133.444,48.5103,2.2111,9.79597,0.843988,160.014,327.487,482.246,3793.21,63,27.4048,21.5989,0,0,3,0,1,834.081,35.2627,20.9211,35.365,37878.8,31959.6
Shadow and Flame Shadow 2,7,13,31,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,5,5,0,2,0,5,1,1,3,1,0,0,3,5,0,4,109.741,1388.66,159.974,26.4189,8.10676,46.4892,10.8158,345.906,114.283,193.199,6651.59,63,101.36,61.8115,0,0,2,0,1,1546.06,91.8253,65.1524,10,17058.3,7600.12
DS/AF,5,13,33,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0,2,5,5,0,3,2,5,0,0,2,1,0,0,3,5,0,1,231.774,407.094,48.5853,80.3474,9.66317,8.45913,14.6732,407.085,320.286,122.89,7499.28,60,14.0879,76.3436,1,1,3,0,1,612.797,22.5162,41.3897,25,32756.6,22391.2
random_valid_51,11,25,15,2,3,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,3,1,5,1,3,2,1,1,1,1,2,0,0,1,1,0,0,0,2,4,2,1,3,2,0,1,0,0,0,0,0,0,0,0,0,283.4,646.683,22.0396,136.312,8.74966,27.6015,30.7545,294.957,74.6951,591.669,5817.35,61,78.0131,81.7268,0,1,3,0,0,596.441,19.4805,61.0982,39.67,38765.7,30914.1
DS/Searing Pain,5,12,34,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,2,5,1,3,5,4,1,0,2,1,0,0,3,5,0,2,114.583,835.03,14.1007,194.514,11.5688,49.3577,7.02037,381.719,64.6461,468.319,7118.78,60,84.7467,32.7852,0,0,3,0,1,925.626,38.3932,66.8214,14,16503.7,8973.05
Deep Affliction,40,11,0,2,5,5,5,0,3,0,0,1,3,5,0,1,1,3,5,1,0,0,5,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,129.058,235.911,53.4271,2.10624,12.6975,41.7457,11.2234,478.641,224.153,179.695,8572.61,61,61.8153,20.3014,1,1,3,16,0,552.403,26.8145,0,1,9475.92,1061.38
SM/AF,32,0,19,2,5,5,4,0,0,0,0,0,3,5,2,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,4,1,1,3,0,0,0,0,0,0,2,99.4247,1300.43,59.4129,190.372,4.23102,9.43378,10.1337,211.033,254.366,572.947,4558.5,62,41.0764,78.776,0,1,1,6,0,944.081,74.0587,46.0598,11.08,15596.5,11036.8
Shadow and Flame Fire,1,18,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,5,2,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,5,5,0,0,0,5,1,3,3,1,0,1,3,5,0,2,173.977,1146.1,177.974,85.3617,3.9797,14.1823,18.0714,423.955,59.2289,255.234,7752.32,63,104.226,104.189,1,1,1,0,1,974.089,62.087,27.6416,25.21,26663.2,15998.9
random_valid_51,6,31,14,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,2,3,3,2,3,1,1,1,0,1,0,1,2,1,0,2,4,1,2,2,2,0,1,0,0,0,0,0,0,0,0,1,216.842,1070.06,148.816,145.27,16.1372,47.7548,16.6938,468.933,118.253,313.506,8426.99,62,11.9873,70.3813,0,0,2,0,0,1056.68,33.6187,83.9446,23,30074.1,19112.6
Fire DS No Corr,7,11,33,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,5,1,0,3,1,0,1,3,5,1,0,250.318,893.204,47.8956,108.158,10.8783,25.1672,13.6398,479.21,110.423,332.211,8581.15,61,86.7176,43.272,0,1,4,2,1,1068.75,33.061,0,35,37771,26396.3
random_valid_51,16,23,12,2,4,3,1,2,1,0,1,1,1,0,0,0,0,0,0,0,2,0,5,1,1,3,3,2,3,0,0,2,0,1,0,0,0,0,0,2,4,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,200.696,204.97,162.65,183.092,6.46924,34.7247,0.27109,112.183,192.32,225.875,3075.75,62,116.102,101.41,0,1,2,0,0,459.726,18.1508,69.6843,19,22474.3,17495.3
random_valid_51,22,15,14,2,5,3,0,2,3,2,3,0,0,0,1,0,1,0,0,0,1,3,5,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,3,3,1,2,1,0,0,0,0,0,0,0,0,0,1,33.6368,188.92,170.964,49.27,4.70443,30.5605,33.2974,175.881,250.354,500.811,4031.21,61,101.559,60.3681,1,0,2,0,0,552.029,38.6127,64.3659,2,5549.2,1988.05
random_valid_51,19,18,14,2,5,3,0,2,2,2,0,1,1,1,0,0,0,0,0,0,2,3,1,4,2,3,0,1,1,1,0,0,0,0,0,0,0,0,0,2,5,3,1,1,0,2,0,0,0,0,0,0,0,0,0,3,37.5186,299.144,141.086,195.376,5.70782,47.5703,2.0597,325.798,145.85,178.268,6279.97,60,67.7224,107.736,1,1,2,0,0,706.081,42.555,73.1924,0,5172.47,28
random_valid_51,8,26,17,2,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,1,3,1,0,1,2,1,1,1,3,0,0,0,0,2,5,4,0,2,2,0,1,0,1,0,0,0,0,0,0,0,280.198,148.962,181.695,77.1011,0.90593,41.7476,13.8355,496.202,166.344,575.162,8836.04,61,73.1896,43.9359,1,0,3,0,0,528.423,15.0609,80.2524,32.625,39814.9,29051.9
random_valid_51,19,20,12,2,3,5,1,2,2,2,1,0,1,0,0,0,0,0,0,0,2,3,1,4,2,3,0,1,3,0,0,1,0,0,0,0,0,0,0,2,1,5,1,2,0,0,1,0,0,0,0,0,0,0,0,3,240.21,1085.81,165.961,25.0979,0.565584,18.8343,23.1917,225.9,73.2559,428.64,4781.5,61,117.612,84.3042,1,0,2,0,0,908.512,24.551,56.457,36.99,34959.9,29055.6
Deep Affliction,40,11,0,2,5,5,5,0,3,0,0,1,3,5,0,1,1,3,5,1,0,0,5,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,113.521,346.269,29.0876,118.968,16.7381,41.7038,18.0085,458.905,321.406,474.51,8346.57,60,94.5881,23.3436,1,0,3,16,0,619.41,27.5057,0,1.02,8404.73,1177.86
random_valid_51,24,13,14,2,3,5,2,2,1,2,1,1,2,0,2,1,0,0,0,0,2,3,3,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,3,3,1,2,3,0,0,0,0,0,0,0,0,0,0,4,144.547,1026.56,48.2764,34.7803,8.27825,24.4621,28.9111,200.507,319.084,376.041,4470.6,60,68.0188,37.9679,0,1,2,0,0,869.973,40.8879,73.424,15,20991.9,16097.5
random_valid_51,10,30,11,2,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,3,5,5,2,1,3,2,1,0,2,1,1,0,1,0,1,0,0,2,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,91.707,1065.85,140.33,143.719,14.3145,40.56,2.37177,483.096,180.571,232.14,8639.44,61,90.0083,38.1179,1,1,1,3,0,916.951,46.1315,80.2156,3,11657.6,2774.06
SM/AF,31,0,20,2,5,5,5,0,0,0,0,0,3,4,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,1,0,3,1,0,0,0,0,0,2,82.7874,1065.1,4.86917,17.0039,11.6295,38.6114,29.4237,296.603,276.105,595.609,5842.04,63,78.3821,48.0512,1,1,1,6,0,1289.39,94.3019,80.7319,9,14375.6,9201.93
random_valid_51,9,26,16,1,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,2,2,3,0,0,1,2,0,1,3,1,0,0,0,0,1,5,3,3,0,2,1,1,0,0,0,0,0,0,0,0,0,143.339,271.873,188.636,162.089,5.95107,10.2871,13.1261,293.822,335.801,486.378,5800.33,60,50.5538,60.4682,1,1,3,0,0,507.163,25.7768,41.9363,15,21906.2,15057.7
random_valid_51,25,18,8,2,3,4,2,1,3,1,1,1,1,2,2,1,0,1,0,0,2,1,4,2,2,1,3,0,2,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,210.172,872.352,184.903,85.9657,0.356323,23.4203,20.0694,453.09,94.205,362.097,8189.34,61,32.5706,103.493,1,1,2,0,0,909.402,26.5101,75.4298,23,29264.3,18500.1
Shadow and Flame Fire DS-Succ,4,15,32,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,2,0,3,0,0,1,2,0,0,0,0,0,0,0,0,1,1,5,0,3,2,5,1,0,3,1,0,1,3,5,1,4,127.475,1044.07,10.5723,125.706,0.604294,26.105,10.0608,328.081,152.656,241.91,6384.22,60,52.4304,15.4013,0,1,4,2,1,1189.35,47.4102,0,13.985,19600.3,10192.4
Shadow and Flame Fire DS-Succ,3,17,31,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,2,0,3,0,0,1,2,2,0,0,0,0,0,0,0,1,0,5,0,3,2,5,1,0,3,1,0,1,3,5,1,4,90.8494,495.627,70.3731,108.83,13.6265,20.4168,30.1907,168.789,230.321,326.735,3994.84,62,25.4404,79.2921,1,1,2,2,1,777.419,35.3831,0,11,13859.6,8864.53
SM/AF,31,0,20,0,5,5,5,0,2,0,0,0,3,4,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1,1,5,0,0,3,0,0,0,0,0,0,0,176.324,250.406,33.205,56.6847,5.55397,9.55751,19.8027,104.475,233.711,493.209,2960.13,60,111.332,99.6363,1,0,1,6,0,419.801,25.3793,49.9975,26.165,25163.2,21169.1
Aff/DP Brand,12,30,9,2,5,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,3,0,3,1,2,2,0,3,0,1,3,5,0,0,1,5,0,3,0,0,0,0,0,0,0,0,0,0,0,2,228.576,244.108,73.6608,44.3979,2.69956,49.9837,16.95,179.603,327.914,230.142,4087.04,63,101.297,38.7377,0,0,3,0,0,391.466,17.6007,87.3421,24,31924.9,26039.9
random_valid_51,18,21,12,2,2,5,2,1,2,2,1,0,1,0,0,0,0,0,0,0,2,3,4,2,2,3,1,2,0,1,1,0,0,0,0,0,0,0,0,2,4,3,1,2,0,0,0,0,0,0,0,0,0,0,0,2,36.5016,353.116,101.466,181.47,15.7497,53.6173,10.7942,314.799,293.408,134.432,6114.98,61,6.31603,2.10654,0,0,3,0,0,569.67,31.668,76.846,0,5405.8,28
random_valid_51,9,22,20,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,2,2,1,2,1,2,1,2,0,0,2,0,0,0,0,0,2,4,3,3,3,1,2,1,0,1,0,0,0,0,0,0,4,218.466,1255.2,12.1394,64.8779,15.5309,33.8178,22.5089,364.724,202.115,130.405,6933.85,61,30.8507,96.0649,0,1,2,0,0,1052.86,34.5027,76.2127,23,30946.5,21454.8
DP/AF Shadow,1,31,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,3,2,3,1,0,2,0,0,0,1,3,5,1,0,5,5,0,0,0,5,1,0,3,0,0,0,0,0,0,1,200.055,557.218,55.3771,99.7444,2.76939,29.4282,14.6764,307.031,105.458,468.833,5998.46,62,72.8106,2.97162,0,1,5,3,0,929.71,44.7589,72.4161,28,27750.8,19016.8
random_valid_51,20,19,12,2,5,4,3,2,1,0,0,1,0,1,1,0,0,0,0,0,1,3,3,2,2,2,1,0,0,1,2,0,1,1,0,0,0,0,0,2,3,1,2,1,3,0,0,0,0,0,0,0,0,0,0,2,258.796,1329.44,48.26,118.839,16.7035,40.3085,28.6488,481.722,260.024,324.911,8618.82,62,29.9855,102.576,1,1,3,0,0,1276.07,34.2376,90.1175,27.01,37423.7,27106.7
NF/DS/Ruin,19,11,21,2,5,5,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,2,0,5,1,0,3,0,0,0,0,0,0,1,121.646,1039.47,121.915,60.7712,16.07,19.0064,14.5836,211.106,143.015,553.851,4559.59,63,24.1946,101.47,0,0,3,0,0,954.866,68.4505,55.6437,15,18220.2,12894.3
DP/AF Fire,0,31,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,3,2,0,1,0,0,0,3,0,1,3,5,1,0,0,5,0,3,2,5,1,0,3,1,0,0,0,0,0,3,207.473,340.751,7.92451,13.9389,2.40956,40.3601,24.876,386.04,116.03,173.28,7183.6,61,69.7006,1.92587,0,0,5,3,0,726.351,22.9661,0,27.02,29136.7,18889.7
random_valid_51,18,22,11,2,2,3,2,2,2,2,1,0,2,0,0,0,0,0,0,0,2,3,4,3,2,1,0,1,2,1,1,0,0,1,0,1,0,0,0,2,4,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,210.451,869.464,100.024,40.834,1.61379,15.7163,20.063,442.595,308.589,337.536,8031.93,62,20.4668,40.8368,0,1,3,0,0,739.698,36.2049,66.1065,20,30358.5,21254.1
NF/AF,23,11,17,2,4,5,4,0,0,0,0,0,0,5,2,0,0,1,0,0,0,3,0,5,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,0,0,2,0,0,0,0,0,0,3,91.0288,1305.67,185.644,109.758,8.76371,30.7591,9.98007,110.016,244.429,570.153,3043.24,61,110.705,114.761,1,0,3,0,0,1440.32,101.196,78.0378,10,13130.5,9929.15
random_valid_51,24,19,8,2,3,5,5,2,2,0,2,1,1,0,0,1,0,0,0,0,0,3,5,4,2,1,0,0,0,1,1,1,0,1,0,0,0,0,0,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,251.756,493.078,149.5,147.548,0.425857,10.4727,19.4405,133.201,231.378,250.857,3461.01,62,39.9899,62.8704,0,1,3,0,0,487.707,18.2369,42.397,28,31915.4,27092.7
random_valid_51,20,17,14,2,5,5,1,2,1,0,2,1,1,0,0,0,0,0,0,0,1,3,3,2,1,0,2,2,0,1,2,0,0,0,0,0,0,0,0,2,2,4,0,3,2,0,1,0,0,0,0,0,0,0,0,3,83.6321,334.539,148.532,132.395,4.19,51.6109,25.2717,456.507,269.057,243.93,8240.6,62,25.2259,76.673,1,1,3,0,0,666.81,28.2607,85.8276,5.995,13720.5,6150.53
NF/DS/Ruin,19,11,21,2,5,5,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,2,0,5,1,0,3,0,0,0,0,0,0,4,118.274,910.096,39.7305,20.0127,13.841,42.6192,22.8832,215.276,296.194,169.44,4692.14,61,91.1317,19.6311,0,0,3,0,0,1093.99,64.5496,79.4158,11,18904.2,11512.6
random_valid_51,14,23,14,2,2,2,0,2,3,0,0,1,2,0,0,0,0,0,0,0,2,3,3,5,2,2,0,2,2,1,0,0,0,0,0,1,0,0,0,2,0,3,2,3,3,0,1,0,0,0,0,0,0,0,0,0,213.87,701.301,167.358,53.8428,6.5249,35.1312,30.5431,249.346,175.83,221.405,5133.19,62,104.438,37.2079,0,1,2,0,0,757.339,24.2683,0,27.99,31443.2,25218.9
random_valid_51,31,7,13,2,5,2,5,2,3,2,3,1,1,1,2,1,0,1,0,0,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,3,0,1,1,0,0,0,0,0,0,0,0,0,203.552,1053.3,31.8661,65.8211,12.8996,47.1403,8.65146,318.517,267.993,154.178,6170.75,60,19.9822,62.963,0,0,1,0,0,800.195,31.2117,83.3156,20.27,27816.6,20543.3
DP/AF Shadow,2,30,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,3,2,3,1,0,2,0,0,0,1,3,5,0,0,5,5,0,0,1,5,0,0,3,0,0,0,0,0,0,4,145.379,1144.4,151.661,184.722,9.53122,5.31716,29.2172,406.563,310.676,290.421,7561.45,63,30.2789,7.41751,0,0,3,0,0,1024.54,60.2048,44.8647,14.125,23669.2,12541.4
DP/AF Shadow,1,31,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,3,2,3,1,0,2,0,0,0,1,3,5,1,0,5,5,0,0,1,5,0,1,2,0,0,0,0,0,0,4,84.1708,1280.51,66.5868,93.5182,10.7872,37.0172,26.0301,156.2,295.205,151.673,3806,62,111.42,12.6667,1,0,5,3,0,1723.32,113.227,74.1389,9.98,12595.8,8688.77
Shadow and Flame Fire 2,11,10,30,2,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,5,5,1,0,3,1,0,1,3,5,0,0,173.665,173.101,6.66893,31.1774,15.5366,21.4434,0.428317,300.781,249.658,557.789,5904.72,63,72.1431,22.0723,0,0,1,0,1,405.875,14.8687,0,20.995,26431.6,20786.5
Shadow and Flame Shadow 2,9,13,29,1,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,5,5,0,2,0,5,1,0,3,1,0,0,3,4,0,0,286.8,317.455,54.8012,113.855,12.2418,14.8128,3.34052,436.277,121.587,323.551,7937.15,62,39.236,6.10977,1,0,1,0,1,542.388,19.3149,36.5353,40.03,41579,30680.7
